METGROUP, METRIC_ACRONYM  , INST, END_DATE            , VALUE
CPU     , CPU             , 1   , 2020-10-29T17:28:45 , 1
CPU     , CPU             , 1   , 2020-10-29T17:28:55 , 1
CPU     , CPU             , 1   , 2020-10-29T17:29:05 , 1
CPU     , CPU             , 1   , 2020-10-29T17:30:45 , 1
CPU     , CPU             , 1   , 2020-10-29T17:30:55 , 1
CPU     , CPU             , 1   , 2020-10-29T17:31:05 , 1
CPU     , CPU             , 1   , 2020-10-29T17:31:15 , 1
CPU     , CPU             , 1   , 2020-10-29T17:31:25 , 1
CPU     , CPU             , 1   , 2020-10-29T17:36:57 , 1
CPU     , CPU             , 1   , 2020-10-29T17:37:47 , 1
CPU     , CPU             , 1   , 2020-10-29T17:39:28 , 1
CPU     , CPU             , 1   , 2020-10-29T17:44:49 , 1
CPU     , CPU             , 1   , 2020-10-29T17:45:09 , 2
CPU     , CPU             , 1   , 2020-10-29T17:45:19 , 1
CPU     , CPU             , 1   , 2020-10-29T17:46:09 , 1
CPU     , CPU             , 1   , 2020-10-29T17:46:19 , 1
CPU     , CPU             , 1   , 2020-10-29T17:46:29 , 1
CPU     , CPU             , 1   , 2020-10-29T17:46:39 , 1
CPU     , CPU             , 1   , 2020-10-29T17:46:50 , 1
CPU     , CPU             , 1   , 2020-10-29T17:47:10 , 1
CPU     , CPU             , 1   , 2020-10-29T17:47:50 , 1
CPU     , CPU             , 1   , 2020-10-29T17:54:02 , 1
CPU     , CPU             , 1   , 2020-10-29T17:56:32 , 1
CPU     , CPU             , 1   , 2020-10-29T17:56:52 , 1
CPU     , CPU             , 1   , 2020-10-29T17:57:02 , 1
CPU     , CPU             , 1   , 2020-10-29T18:01:24 , 1
CPU     , CPU             , 1   , 2020-10-29T18:02:04 , 1
CPU     , CPU             , 1   , 2020-10-29T18:06:25 , 1
CPU     , CPU             , 1   , 2020-10-29T18:08:36 , 1
CPU     , CPU             , 1   , 2020-10-29T18:11:06 , 1
CPU     , CPU             , 1   , 2020-10-29T18:11:46 , 1
CPU     , CPU             , 1   , 2020-10-29T18:17:28 , 1
CPU     , CPU             , 1   , 2020-10-29T18:18:18 , 1
CPU     , CPU             , 1   , 2020-10-29T18:18:28 , 2
CPU     , CPU             , 1   , 2020-10-29T18:18:38 , 1
CPU     , CPU             , 1   , 2020-10-29T18:19:29 , 1
CPU     , CPU             , 1   , 2020-10-29T18:21:09 , 3
CPU     , CPU             , 1   , 2020-10-29T18:22:09 , 1
CPU     , CPU             , 1   , 2020-10-29T18:23:09 , 1
CPU     , CPU             , 1   , 2020-10-29T18:30:01 , 1
CPU     , CPU             , 1   , 2020-10-29T18:30:21 , 1
CPU     , CPU             , 1   , 2020-10-29T18:31:01 , 1
CPU     , CPU             , 1   , 2020-10-29T18:38:54 , 1
CPU     , CPU             , 1   , 2020-10-29T18:48:16 , 1
CPU     , CPU             , 1   , 2020-10-29T18:55:28 , 1
CPU     , CPU             , 1   , 2020-10-29T18:56:29 , 1
CPU     , CPU             , 1   , 2020-10-29T18:57:09 , 1
CPU     , CPU             , 1   , 2020-10-29T18:57:29 , 2
CPU     , CPU             , 1   , 2020-10-29T18:58:09 , 1
CPU     , CPU             , 1   , 2020-10-29T18:59:10 , 1
CPU     , CPU             , 1   , 2020-10-29T19:00:20 , 1
CPU     , CPU             , 1   , 2020-10-29T19:00:30 , 5
CPU     , CPU             , 1   , 2020-10-29T19:00:50 , 4
CPU     , CPU             , 1   , 2020-10-29T19:01:00 , 5
CPU     , CPU             , 1   , 2020-10-29T19:01:10 , 6
CPU     , CPU             , 1   , 2020-10-29T19:01:20 , 6
CPU     , CPU             , 1   , 2020-10-29T19:01:30 , 5
CPU     , CPU             , 1   , 2020-10-29T19:01:40 , 7
CPU     , CPU             , 1   , 2020-10-29T19:01:50 , 7
CPU     , CPU             , 1   , 2020-10-29T19:02:00 , 3
CPU     , CPU             , 1   , 2020-10-29T19:02:10 , 4
CPU     , CPU             , 1   , 2020-10-29T19:02:20 , 3
CPU     , CPU             , 1   , 2020-10-29T19:02:30 , 2
CPU     , CPU             , 1   , 2020-10-29T19:02:40 , 3
CPU     , CPU             , 1   , 2020-10-29T19:02:50 , 1
CPU     , CPU             , 1   , 2020-10-29T19:03:00 , 1
CPU     , CPU             , 1   , 2020-10-29T19:03:10 , 2
CPU     , CPU             , 1   , 2020-10-29T19:03:20 , 4
CPU     , CPU             , 1   , 2020-10-29T19:03:41 , 3
CPU     , CPU             , 1   , 2020-10-29T19:03:51 , 2
CPU     , CPU             , 1   , 2020-10-29T19:04:01 , 2
CPU     , CPU             , 1   , 2020-10-29T19:04:11 , 4
CPU     , CPU             , 1   , 2020-10-29T19:04:21 , 4
CPU     , CPU             , 1   , 2020-10-29T19:04:31 , 6
CPU     , CPU             , 1   , 2020-10-29T19:04:41 , 3
CPU     , CPU             , 1   , 2020-10-29T19:05:01 , 4
CPU     , CPU             , 1   , 2020-10-29T19:05:11 , 4
CPU     , CPU             , 1   , 2020-10-29T19:05:21 , 3
CPU     , CPU             , 1   , 2020-10-29T19:05:41 , 2
CPU     , CPU             , 1   , 2020-10-29T19:05:51 , 1
CPU     , CPU             , 1   , 2020-10-29T19:06:01 , 1
CPU     , CPU             , 1   , 2020-10-29T19:06:11 , 1
CPU     , CPU             , 1   , 2020-10-29T19:06:21 , 1
CPU     , CPU             , 1   , 2020-10-29T19:06:31 , 1
CPU     , CPU             , 1   , 2020-10-29T19:06:41 , 1
CPU     , CPU             , 1   , 2020-10-29T19:06:52 , 1
CPU     , CPU             , 1   , 2020-10-29T19:07:02 , 1
CPU     , CPU             , 1   , 2020-10-29T19:07:12 , 1
CPU     , CPU             , 1   , 2020-10-29T19:07:22 , 1
CPU     , CPU             , 1   , 2020-10-29T19:07:32 , 1
CPU     , CPU             , 1   , 2020-10-29T19:07:42 , 1
CPU     , CPU             , 1   , 2020-10-29T19:07:52 , 1
CPU     , CPU             , 1   , 2020-10-29T19:08:02 , 1
CPU     , CPU             , 1   , 2020-10-29T19:08:12 , 1
CPU     , CPU             , 1   , 2020-10-29T19:08:22 , 1
CPU     , CPU             , 1   , 2020-10-29T19:08:32 , 1
CPU     , CPU             , 1   , 2020-10-29T19:08:42 , 1
CPU     , CPU             , 1   , 2020-10-29T19:08:52 , 5
CPU     , CPU             , 1   , 2020-10-29T19:09:02 , 2
CPU     , CPU             , 1   , 2020-10-29T19:09:12 , 1
CPU     , CPU             , 1   , 2020-10-29T19:09:22 , 1
CPU     , CPU             , 1   , 2020-10-29T19:09:32 , 3
CPU     , CPU             , 1   , 2020-10-29T19:09:42 , 6
CPU     , CPU             , 1   , 2020-10-29T19:09:52 , 4
CPU     , CPU             , 1   , 2020-10-29T19:10:02 , 3
CPU     , CPU             , 1   , 2020-10-29T19:10:12 , 1
CPU     , CPU             , 1   , 2020-10-29T19:10:23 , 1
CPU     , CPU             , 1   , 2020-10-29T19:10:33 , 4
CPU     , CPU             , 1   , 2020-10-29T19:13:13 , 1
CPU     , CPU             , 1   , 2020-10-29T19:13:23 , 1
CPU     , CPU             , 1   , 2020-10-29T19:19:15 , 1
CPU     , CPU             , 1   , 2020-10-29T19:22:46 , 1
CPU     , CPU             , 1   , 2020-10-29T19:26:18 , 1
CPU     , CPU             , 1   , 2020-10-29T19:26:28 , 1
CPU     , CPU             , 1   , 2020-10-29T19:26:38 , 1
CPU     , CPU             , 1   , 2020-10-29T19:26:48 , 1
CPU     , CPU             , 1   , 2020-10-29T19:26:58 , 1
CPU     , CPU             , 1   , 2020-10-29T19:27:28 , 1
CPU     , CPU             , 1   , 2020-10-29T19:28:18 , 1
CPU     , CPU             , 1   , 2020-10-29T19:28:49 , 1
CPU     , CPU             , 1   , 2020-10-29T19:29:29 , 1
CPU     , CPU             , 1   , 2020-10-29T19:31:19 , 1
CPU     , CPU             , 1   , 2020-10-29T19:31:29 , 1
CPU     , CPU             , 1   , 2020-10-29T19:32:09 , 1
CPU     , CPU             , 1   , 2020-10-29T19:36:31 , 1
CPU     , CPU             , 1   , 2020-10-29T19:37:11 , 1
CPU     , CPU             , 1   , 2020-10-29T19:37:21 , 1
CPU     , CPU             , 1   , 2020-10-29T19:38:11 , 1
CPU     , CPU             , 1   , 2020-10-29T19:39:12 , 1
CPU     , CPU             , 1   , 2020-10-29T19:45:24 , 1
CPU     , CPU             , 1   , 2020-10-29T19:49:16 , 1
CPU     , CPU             , 1   , 2020-10-29T19:50:56 , 1
CPU     , CPU             , 1   , 2020-10-29T19:56:28 , 2
CPU     , CPU             , 1   , 2020-10-29T19:56:58 , 1
CPU     , CPU             , 1   , 2020-10-29T19:57:28 , 1
CPU     , CPU             , 1   , 2020-10-29T19:58:08 , 1
CPU     , CPU             , 1   , 2020-10-29T19:59:09 , 1
CPU     , CPU             , 1   , 2020-10-29T19:59:29 , 1
CPU     , CPU             , 1   , 2020-10-29T19:59:49 , 1
CPU     , CPU             , 1   , 2020-10-29T20:08:22 , 1
CPU     , CPU             , 1   , 2020-10-29T20:09:32 , 1
CPU     , CPU             , 1   , 2020-10-29T20:12:23 , 1
CPU     , CPU             , 1   , 2020-10-29T20:13:53 , 1
CPU     , CPU             , 1   , 2020-10-29T20:17:55 , 1
CPU     , CPU             , 1   , 2020-10-29T20:19:25 , 1
CPU     , CPU             , 1   , 2020-10-29T20:20:16 , 1
CPU     , CPU             , 1   , 2020-10-29T20:22:36 , 1
CPU     , CPU             , 1   , 2020-10-29T20:30:28 , 2
CPU     , CPU             , 1   , 2020-10-29T20:30:38 , 1
CPU     , CPU             , 1   , 2020-10-29T20:31:29 , 1
CPU     , CPU             , 1   , 2020-10-29T20:32:09 , 1
CPU     , CPU             , 1   , 2020-10-29T20:44:32 , 1
CPU     , CPU             , 1   , 2020-10-29T20:47:53 , 1
CPU     , CPU             , 1   , 2020-10-29T20:51:24 , 1
CPU     , CPU             , 1   , 2020-10-29T20:57:47 , 1
CPU     , CPU             , 1   , 2020-10-29T21:09:50 , 1
CPU     , CPU             , 1   , 2020-10-29T21:17:03 , 1
CPU     , CPU             , 1   , 2020-10-29T21:23:54 , 1
CPU     , CPU             , 1   , 2020-10-29T21:31:16 , 1
CPU     , CPU             , 1   , 2020-10-29T21:39:28 , 1
CPU     , CPU             , 1   , 2020-10-29T21:40:29 , 1
CPU     , CPU             , 1   , 2020-10-29T21:41:29 , 1
CPU     , CPU             , 1   , 2020-10-29T21:49:31 , 1
CPU     , CPU             , 1   , 2020-10-29T22:00:04 , 1
CPU     , CPU             , 1   , 2020-10-29T22:00:14 , 3
CPU     , CPU             , 1   , 2020-10-29T22:00:24 , 2
CPU     , CPU             , 1   , 2020-10-29T22:00:34 , 2
CPU     , CPU             , 1   , 2020-10-29T22:00:44 , 2
CPU     , CPU             , 1   , 2020-10-29T22:00:54 , 2
CPU     , CPU             , 1   , 2020-10-29T22:01:04 , 2
CPU     , CPU             , 1   , 2020-10-29T22:01:14 , 1
CPU     , CPU             , 1   , 2020-10-29T22:01:24 , 1
CPU     , CPU             , 1   , 2020-10-29T22:01:34 , 2
CPU     , CPU             , 1   , 2020-10-29T22:01:45 , 2
CPU     , CPU             , 1   , 2020-10-29T22:01:55 , 2
CPU     , CPU             , 1   , 2020-10-29T22:02:05 , 2
CPU     , CPU             , 1   , 2020-10-29T22:02:15 , 1
CPU     , CPU             , 1   , 2020-10-29T22:02:25 , 2
CPU     , CPU             , 1   , 2020-10-29T22:02:35 , 1
CPU     , CPU             , 1   , 2020-10-29T22:02:45 , 1
CPU     , CPU             , 1   , 2020-10-29T22:02:55 , 1
CPU     , CPU             , 1   , 2020-10-29T22:03:05 , 1
CPU     , CPU             , 1   , 2020-10-29T22:03:15 , 1
CPU     , CPU             , 1   , 2020-10-29T22:03:25 , 1
CPU     , CPU             , 1   , 2020-10-29T22:03:35 , 1
CPU     , CPU             , 1   , 2020-10-29T22:03:45 , 1
CPU     , CPU             , 1   , 2020-10-29T22:03:55 , 1
CPU     , CPU             , 1   , 2020-10-29T22:04:05 , 1
CPU     , CPU             , 1   , 2020-10-29T22:04:15 , 1
CPU     , CPU             , 1   , 2020-10-29T22:04:25 , 1
CPU     , CPU             , 1   , 2020-10-29T22:04:35 , 1
CPU     , CPU             , 1   , 2020-10-29T22:04:45 , 1
CPU     , CPU             , 1   , 2020-10-29T22:04:55 , 2
CPU     , CPU             , 1   , 2020-10-29T22:05:05 , 1
CPU     , CPU             , 1   , 2020-10-29T22:05:15 , 1
CPU     , CPU             , 1   , 2020-10-29T22:05:25 , 1
CPU     , CPU             , 1   , 2020-10-29T22:05:36 , 1
CPU     , CPU             , 1   , 2020-10-29T22:05:46 , 1
CPU     , CPU             , 1   , 2020-10-29T22:05:56 , 1
CPU     , CPU             , 1   , 2020-10-29T22:06:06 , 2
CPU     , CPU             , 1   , 2020-10-29T22:06:16 , 1
CPU     , CPU             , 1   , 2020-10-29T22:06:26 , 1
CPU     , CPU             , 1   , 2020-10-29T22:06:36 , 2
CPU     , CPU             , 1   , 2020-10-29T22:06:46 , 1
CPU     , CPU             , 1   , 2020-10-29T22:06:56 , 1
CPU     , CPU             , 1   , 2020-10-29T22:07:06 , 2
CPU     , CPU             , 1   , 2020-10-29T22:07:16 , 1
CPU     , CPU             , 1   , 2020-10-29T22:07:26 , 1
CPU     , CPU             , 1   , 2020-10-29T22:07:36 , 1
CPU     , CPU             , 1   , 2020-10-29T22:07:46 , 1
CPU     , CPU             , 1   , 2020-10-29T22:07:56 , 1
CPU     , CPU             , 1   , 2020-10-29T22:08:06 , 1
CPU     , CPU             , 1   , 2020-10-29T22:08:16 , 1
CPU     , CPU             , 1   , 2020-10-29T22:08:26 , 1
CPU     , CPU             , 1   , 2020-10-29T22:08:36 , 2
CPU     , CPU             , 1   , 2020-10-29T22:08:46 , 1
CPU     , CPU             , 1   , 2020-10-29T22:08:56 , 2
CPU     , CPU             , 1   , 2020-10-29T22:09:06 , 3
CPU     , CPU             , 1   , 2020-10-29T22:09:17 , 1
CPU     , CPU             , 1   , 2020-10-29T22:09:27 , 2
CPU     , CPU             , 1   , 2020-10-29T22:09:37 , 1
CPU     , CPU             , 1   , 2020-10-29T22:09:47 , 2
CPU     , CPU             , 1   , 2020-10-29T22:09:57 , 1
CPU     , CPU             , 1   , 2020-10-29T22:10:07 , 1
CPU     , CPU             , 1   , 2020-10-29T22:10:17 , 1
CPU     , CPU             , 1   , 2020-10-29T22:10:27 , 2
CPU     , CPU             , 1   , 2020-10-29T22:10:37 , 1
CPU     , CPU             , 1   , 2020-10-29T22:10:47 , 1
CPU     , CPU             , 1   , 2020-10-29T22:10:57 , 1
CPU     , CPU             , 1   , 2020-10-29T22:11:07 , 1
CPU     , CPU             , 1   , 2020-10-29T22:11:17 , 1
CPU     , CPU             , 1   , 2020-10-29T22:11:27 , 1
CPU     , CPU             , 1   , 2020-10-29T22:11:37 , 1
CPU     , CPU             , 1   , 2020-10-29T22:11:47 , 1
CPU     , CPU             , 1   , 2020-10-29T22:11:58 , 1
CPU     , CPU             , 1   , 2020-10-29T22:12:08 , 1
CPU     , CPU             , 1   , 2020-10-29T22:12:18 , 1
CPU     , CPU             , 1   , 2020-10-29T22:12:28 , 1
CPU     , CPU             , 1   , 2020-10-29T22:12:38 , 1
CPU     , CPU             , 1   , 2020-10-29T22:12:48 , 1
CPU     , CPU             , 1   , 2020-10-29T22:12:58 , 1
CPU     , CPU             , 1   , 2020-10-29T22:13:08 , 2
CPU     , CPU             , 1   , 2020-10-29T22:13:18 , 1
CPU     , CPU             , 1   , 2020-10-29T22:13:28 , 1
CPU     , CPU             , 1   , 2020-10-29T22:13:38 , 1
CPU     , CPU             , 1   , 2020-10-29T22:13:48 , 2
CPU     , CPU             , 1   , 2020-10-29T22:13:58 , 1
CPU     , CPU             , 1   , 2020-10-29T22:14:08 , 1
CPU     , CPU             , 1   , 2020-10-29T22:14:18 , 1
CPU     , CPU             , 1   , 2020-10-29T22:14:28 , 1
CPU     , CPU             , 1   , 2020-10-29T22:14:38 , 1
CPU     , CPU             , 1   , 2020-10-29T22:14:48 , 1
CPU     , CPU             , 1   , 2020-10-29T22:14:58 , 2
CPU     , CPU             , 1   , 2020-10-29T22:15:08 , 1
CPU     , CPU             , 1   , 2020-10-29T22:15:18 , 1
CPU     , CPU             , 1   , 2020-10-29T22:15:28 , 2
CPU     , CPU             , 1   , 2020-10-29T22:15:39 , 1
CPU     , CPU             , 1   , 2020-10-29T22:15:49 , 1
CPU     , CPU             , 1   , 2020-10-29T22:15:59 , 1
CPU     , CPU             , 1   , 2020-10-29T22:16:09 , 1
CPU     , CPU             , 1   , 2020-10-29T22:16:19 , 1
CPU     , CPU             , 1   , 2020-10-29T22:16:29 , 2
CPU     , CPU             , 1   , 2020-10-29T22:16:39 , 1
CPU     , CPU             , 1   , 2020-10-29T22:16:49 , 1
CPU     , CPU             , 1   , 2020-10-29T22:16:59 , 1
CPU     , CPU             , 1   , 2020-10-29T22:17:09 , 1
CPU     , CPU             , 1   , 2020-10-29T22:17:19 , 1
CPU     , CPU             , 1   , 2020-10-29T22:17:29 , 2
CPU     , CPU             , 1   , 2020-10-29T22:17:59 , 1
CPU     , CPU             , 1   , 2020-10-29T22:20:30 , 1
CPU     , CPU             , 1   , 2020-10-29T22:20:50 , 1
CPU     , CPU             , 1   , 2020-10-29T22:21:00 , 1
CPU     , CPU             , 1   , 2020-10-29T22:21:20 , 1
CPU     , CPU             , 1   , 2020-10-29T22:21:30 , 1
CPU     , CPU             , 1   , 2020-10-29T22:21:40 , 1
CPU     , CPU             , 1   , 2020-10-29T22:22:00 , 1
CPU     , CPU             , 1   , 2020-10-29T22:22:20 , 1
CPU     , CPU             , 1   , 2020-10-29T22:22:40 , 1
CPU     , CPU             , 1   , 2020-10-29T22:23:51 , 3
CPU     , CPU             , 1   , 2020-10-29T22:25:11 , 1
CPU     , CPU             , 1   , 2020-10-29T22:26:12 , 3
CPU     , CPU             , 1   , 2020-10-29T22:26:32 , 1
CPU     , CPU             , 1   , 2020-10-29T22:27:02 , 2
CPU     , CPU             , 1   , 2020-10-29T22:27:52 , 1
CPU     , CPU             , 1   , 2020-10-29T22:28:22 , 1
CPU     , CPU             , 1   , 2020-10-29T22:29:02 , 1
CPU     , CPU             , 1   , 2020-10-29T22:30:02 , 1
CPU     , CPU             , 1   , 2020-10-29T22:30:12 , 2
CPU     , CPU             , 1   , 2020-10-29T22:30:22 , 1
CPU     , CPU             , 1   , 2020-10-29T22:30:33 , 4
CPU     , CPU             , 1   , 2020-10-29T22:30:43 , 3
CPU     , CPU             , 1   , 2020-10-29T22:30:53 , 1
CPU     , CPU             , 1   , 2020-10-29T22:31:03 , 1
CPU     , CPU             , 1   , 2020-10-29T22:31:13 , 2
CPU     , CPU             , 1   , 2020-10-29T22:31:33 , 1
CPU     , CPU             , 1   , 2020-10-29T22:31:43 , 1
CPU     , CPU             , 1   , 2020-10-29T22:31:53 , 2
CPU     , CPU             , 1   , 2020-10-29T22:32:03 , 1
CPU     , CPU             , 1   , 2020-10-29T22:32:13 , 2
CPU     , CPU             , 1   , 2020-10-29T22:32:33 , 2
CPU     , CPU             , 1   , 2020-10-29T22:32:43 , 1
CPU     , CPU             , 1   , 2020-10-29T22:33:03 , 1
CPU     , CPU             , 1   , 2020-10-29T22:33:13 , 1
CPU     , CPU             , 1   , 2020-10-29T22:33:23 , 2
CPU     , CPU             , 1   , 2020-10-29T22:33:34 , 2
CPU     , CPU             , 1   , 2020-10-29T22:33:44 , 2
CPU     , CPU             , 1   , 2020-10-29T22:33:54 , 3
CPU     , CPU             , 1   , 2020-10-29T22:34:04 , 1
CPU     , CPU             , 1   , 2020-10-29T22:34:24 , 1
CPU     , CPU             , 1   , 2020-10-29T22:34:34 , 1
CPU     , CPU             , 1   , 2020-10-29T22:34:44 , 2
CPU     , CPU             , 1   , 2020-10-29T22:34:54 , 2
CPU     , CPU             , 1   , 2020-10-29T22:35:04 , 3
CPU     , CPU             , 1   , 2020-10-29T22:35:14 , 2
CPU     , CPU             , 1   , 2020-10-29T22:35:34 , 2
CPU     , CPU             , 1   , 2020-10-29T22:35:44 , 1
CPU     , CPU             , 1   , 2020-10-29T22:36:25 , 1
CPU     , CPU             , 1   , 2020-10-29T22:36:35 , 2
CPU     , CPU             , 1   , 2020-10-29T22:36:45 , 1
CPU     , CPU             , 1   , 2020-10-29T22:37:15 , 2
CPU     , CPU             , 1   , 2020-10-29T22:37:35 , 2
CPU     , CPU             , 1   , 2020-10-29T22:37:45 , 1
CPU     , CPU             , 1   , 2020-10-29T22:37:55 , 1
CPU     , CPU             , 1   , 2020-10-29T22:38:05 , 1
CPU     , CPU             , 1   , 2020-10-29T22:38:15 , 1
CPU     , CPU             , 1   , 2020-10-29T22:38:25 , 1
CPU     , CPU             , 1   , 2020-10-29T22:38:35 , 1
CPU     , CPU             , 1   , 2020-10-29T22:38:45 , 2
CPU     , CPU             , 1   , 2020-10-29T22:39:05 , 1
CPU     , CPU             , 1   , 2020-10-29T22:39:35 , 2
CPU     , CPU             , 1   , 2020-10-29T22:39:45 , 2
CPU     , CPU             , 1   , 2020-10-29T22:39:55 , 1
CPU     , CPU             , 1   , 2020-10-29T22:40:05 , 2
CPU     , CPU             , 1   , 2020-10-29T22:40:15 , 1
CPU     , CPU             , 1   , 2020-10-29T22:40:25 , 3
CPU     , CPU             , 1   , 2020-10-29T22:40:35 , 1
CPU     , CPU             , 1   , 2020-10-29T22:40:46 , 1
CPU     , CPU             , 1   , 2020-10-29T22:40:56 , 2
CPU     , CPU             , 1   , 2020-10-29T22:41:06 , 1
CPU     , CPU             , 1   , 2020-10-29T22:41:16 , 5
CPU     , CPU             , 1   , 2020-10-29T22:41:26 , 1
CPU     , CPU             , 1   , 2020-10-29T22:41:36 , 1
