REPORT_DATE
-------------------
2020-11-06T11:45:41
PDB: FRSTPROD
---
TABLE_NAME                     OWNER.INDEX_NAME                      SAVING %         CURRENT SIZE       ESTIMATED SIZE  COMMAND
T_PRV_LOC_XREF                 THH_C4C.SYS_C0018049                   26.2 %               58.3 MB              43.0 MB  ALTER INDEX thh_c4c.sys_c0018049 REBUILD ONLINE;
A_CSTMWKLDLMIT                 THH_C4C.IX_A_CWLM_IDVALIDFROM          42.2 %               53.6 MB              31.0 MB  ALTER INDEX thh_c4c.ix_a_cwlm_idvalidfrom REBUILD ONLINE;
DW_DIM_IPG_STRUCTURE           THH_C4C_DW.PK_DW_DIM_IPG_STRUCTURE_    26.3 %               46.1 MB              34.0 MB  ALTER INDEX thh_c4c_dw.pk_dw_dim_ipg_structure_id REBUILD ONLINE;
T_PROVIDER_CHOICE_ROLE_XREF    THH_C4C.PK_T_PCRX                      30.7 %               41.8 MB              29.0 MB  ALTER INDEX thh_c4c.pk_t_pcrx REBUILD ONLINE;
A_MEMBDGISBASE                 THH_C4C.PERFMEMBDGISX12                27.4 %               37.2 MB              27.0 MB  ALTER INDEX thh_c4c.perfmembdgisx12 REBUILD ONLINE;
T_CNCT                         THH_C4C.IX_COAT_CLASSTYPE              28.4 %               36.3 MB              26.0 MB  ALTER INDEX thh_c4c.ix_coat_classtype REBUILD ONLINE;
A_CSTMWKLDLMIT                 THH_C4C.AX_CWLM_PREV_AUDID             25.1 %               36.1 MB              27.0 MB  ALTER INDEX thh_c4c.ax_cwlm_prev_audid REBUILD ONLINE;
WF_WORKFLOWID                  THH_C4C.IX_WFID_WFWFID                 42.1 %               34.5 MB              20.0 MB  ALTER INDEX thh_c4c.ix_wfid_wfwfid REBUILD ONLINE;
WF_WORKFLOWID                  THH_C4C.PK_WF_WORKFLOWID               37.6 %               32.0 MB              20.0 MB  ALTER INDEX thh_c4c.pk_wf_workflowid REBUILD ONLINE;
T_CNCTADD                      THH_C4C.IX_COAD_CLASSTYPE              26.0 %               29.7 MB              22.0 MB  ALTER INDEX thh_c4c.ix_coad_classtype REBUILD ONLINE;
MV_DIM_PROVIDER_ADDRESS        THH_C4C.PK_MV_DIM_PROVIDER_ADDRESS     47.3 %               28.4 MB              15.0 MB  ALTER INDEX thh_c4c.pk_mv_dim_provider_address REBUILD ONLINE;
T_CM_BASEBASE                  THH_C4C.IX_CMPR_PRVSTNFR               63.6 %               27.5 MB              10.0 MB  ALTER INDEX thh_c4c.ix_cmpr_prvstnfr REBUILD ONLINE;
T_RSPE                         THH_C4C.UK_RSPE_QTN_SENTASSM           26.9 %               27.4 MB              20.0 MB  ALTER INDEX thh_c4c.uk_rspe_qtn_sentassm REBUILD ONLINE;
T_PHI                          THH_C4C.PK_T_PHI                       28.5 %               25.2 MB              18.0 MB  ALTER INDEX thh_c4c.pk_t_phi REBUILD ONLINE;
T_CM_BASEBASE                  THH_C4C.IX_CMBB_OWN_STT                38.9 %               24.5 MB              15.0 MB  ALTER INDEX thh_c4c.ix_cmbb_own_stt REBUILD ONLINE;
